Label,Tweet
Cinta,anjir gue deg degan kalo dia chat
Cinta,gue nyaman banget cerita apa aja ke dia
Cinta,gue baper liat dia ketawa
Cinta,rasa suka gue makin naik tiap hari
Cinta,gue jatuh cinta dari detail kecil
Cinta,sumpah dia bikin hati gue lunak
Cinta,gue suka caranya dengerin gue
Cinta,anjir gue meleleh pas dia panggil nama gue
Cinta,gue nyaman banget duduk deket dia
Cinta,gue suka cara dia liat gue lama
Cinta,baper banget tiap dia merhatiin gue
Cinta,gue suka banget energi lembutnya
Cinta,anjir gue kaget tapi seneng pas dia nyapa duluan
Cinta,gue bisa senyum seharian gara gara dia
Cinta,gue sayang vibe tenang yang dia bawa
Cinta,sumpah tatapannya bikin gue kalah
Cinta,gue suka banget kalo dia malu malu
Cinta,anjir manis banget sumpah
Cinta,gue baper pas dia bilang hati hati
Cinta,gue suka cara dia ngomong hal kecil
Cinta,gue kepikiran dia terus
Cinta,anjir gue nyimpen senyumnya di kepala
Cinta,gue suka banget tiap dia ngetik pelan
Cinta,rasa suka ini ga ada rem
Cinta,gue baper tiap dia nanya udah makan
Cinta,sumpah dia lembut banget
Cinta,gue nyaman banget di presence dia
Cinta,anjir detik dia senyum hidup gue auto full color
Cinta,gue suka caranya bilang gapapa
Cinta,rasa cinta gue tumbuh tanpa izin
Cinta,gue baper parah tiap inget suaranya
Cinta,gue sayang dia tanpa ribut
Cinta,anjir gue kebawa feelings
Cinta,gue suka tiap dia pegang kecil kecil
Cinta,gue ngerasa hangat tiap dia dekat
Cinta,baper banget tiap dia serius
Cinta,anjir gue ga kuat kalo dia manis gini
Cinta,gue suka cara dia bilang makasih
Cinta,gue ngerasa dipilih pas dia dengerin gue
Cinta,anjir hati gue melt instant
Cinta,gue sayang ketenangannya
Cinta,gue baper tiap dia nanya kabar
Cinta,rasa sayang ini halus tapi kuat
Cinta,gue seneng pas dia sebut nama gue kecil
Cinta,anjir gemes banget sumpah
Cinta,gue suka caranya jalan pelan deket gue
Cinta,gue nyaman banget ketawa bareng dia
Cinta,baper ringan tapi nagih
Cinta,anjir dia bikin dunia gue lembut
Cinta,rasa cinta ini manis diam diam
Cinta,gue suka pelukan vibe nya doang
Cinta,gue rindu banget dia padahal baru ketemu
Cinta,anjir gue sayang lebih dari rencana
Cinta,gue suka banget cara dia mikir
Cinta,baper tiap dia nulis panjang
Cinta,sumpah dia bikin hidup lebih enak
Cinta,gue ngerasa dipeluk sama suaranya
Cinta,anjir dia bikin gue mellow lembut
Cinta,gue suka tiap dia peka hal kecil
Cinta,gue rindu tatapannya
Cinta,rasa sayang ini ga mau berhenti
Cinta,gue suka nyari namanya di chat
Cinta,anjir hati gue bergetar pas dia ngecall
Cinta,gue nyaman banget duduk deket dia tanpa ngomong
Cinta,gue baper tiap liat dia fokus
Cinta,sumpah senyumnya illegal banget
Cinta,gue suka ekspresi dia yang bingung
Cinta,anjir gue ga nyangka bisa sayang segininya
Cinta,gue ngerasa aman kalo dia deket
Cinta,gue sayang cara dia ngejaga vibe gue
Cinta,rasa cinta ini lembut tapi dalem
Cinta,anjir gue makin jatuh tiap hari
Cinta,gue suka cara dia pake baju simpel
Cinta,baper tiap dia nyebut gue lucu
Cinta,gue nyaman banget jalan sama dia
Cinta,anjir ini fix feelings udah ngacir
Cinta,gue suka banget hal kecil dia
Cinta,sumpah batin gue uwu tiap dia dekat
Cinta,gue rindu denger tawa dia
Cinta,anjir dia bikin hidup gue berwarna
Cinta,rasa suka ini ga ketolong
Cinta,gue sayang banget sama kelembutannya
Cinta,gue baper pas dia dengerin gue serius
Cinta,anjir hatiku jatuh pas dia senyum tipis
Cinta,gue suka tiap dia bilang santai aja
Cinta,hari gue kerasa lengkap cuma gara gara dia
Cinta,rasa cintanya bikin gue tenang
Cinta,anjir tiap dia ngobrol suara gue mendadak lembut
Cinta,gue fall for his vibe banget
Cinta,gue suka tiap dia ngajak ngobrol tiba tiba
Cinta,rasa sayangnya kerasa dari hal kecil
Cinta,anjir gue meleleh pas dia nunjukin care
Cinta,gue nyaman banget tidur di samping suaranya
Cinta,gue rindu gesture kecil dia
Cinta,anjir dia bikin hidup ga sepi
Cinta,gue ngerasa dihargai tiap dia datang
Cinta,gue sayang detail dirinya satu satu
Cinta,anjir gue baper sampe ga bisa tidur
Cinta,gue suka banget tiap dia mikirin gue
Cinta,rasa cintanya bener bener halus
Cinta,anjir hati gue bolak balik melt
Cinta,gue rindu dia dengan tenang
Cinta,gue nyaman banget diliatin dia
Cinta,anjir tiap dia chat hati gue loncat
Cinta,gue sayang banget tatapan lembutnya
Cinta,rasa sayang ini ga main main
Cinta,gue baper tiap dia bilang hati hati pulang
Cinta,anjir dia bikin gue lupa dunia
Cinta,gue suka banget tiap dia sabar sama gue
Cinta,gue tenang banget kalo ngobrol sama dia
Cinta,anjir gue ketagihan liat senyumnya
Cinta,gue sayang kesederhanaannya
Cinta,rasa cintanya ngena banget
Cinta,anjir dia bikin gue percaya lagi
Cinta,gue suka tiap dia nahan senyum
Cinta,gue rindu pelan pelan tapi nyata
Cinta,anjir hidup gue jadi lembut gara gara dia
Cinta,gue nyaman banget denger napas dia
Cinta,gue baper sama suara halusnya
Cinta,anjir gue ga kuat kalo dia perhatian
Cinta,gue sayang banget sama kebaikan dia
Cinta,gue ngerasa dipilih tiap dia datang
Cinta,anjir gue meleleh pas dia bingung
Cinta,gue fall banget sama aura dia
Cinta,rasa sayang ini ga bisa dibohongin
Cinta,gue suka tiap dia inget hal kecil gue
Cinta,anjir gue ga bisa berhenti mikirin dia
Cinta,gue rindu senyumnya dari jauh
Cinta,rasa cinta ini nyala halus
Cinta,anjir tiap dia muncul hati gue goyang
Cinta,gue nyaman kalo dia cerita panjang
Cinta,gue suka tiap dia denger gue tanpa ngejudge
Cinta,anjir gue melt tiap dia bilang maaf lembut
Cinta,gue baper parah gara gara mata dia
Cinta,gue rindu tiap pagi ga ada dia
Cinta,rasa sayangnya nempel banget
Cinta,anjir dia bikin gue tersenyum random
Cinta,gue nyaman kalo dia deket banget
Cinta,gue suka tiap dia manggil gue pelan
Cinta,anjir gue makin suka tiap hari
Cinta,gue rindu pelukan suasana dia
Cinta,rasa cinta ini ngisi hari gue
Cinta,anjir tatapan dia bikin gue salah tingkah
Cinta,gue sayang tiap sisi dirinya
Cinta,gue baper kalo dia ngomong pelan ke gue
Cinta,anjir gue klepek klepek beneran
Cinta,gue nyaman banget ngobrol deep sama dia
Cinta,gue rindu jemari dia
Cinta,anjir dia vibes nya bikin nyaman
Cinta,gue suka tiap dia senyum pas gue ngomong
Cinta,gue sayang banget sama versi dia yang tulus
Cinta,anjir gue auto melt tiap dia serius
Cinta,rasa sayang ini bikin hati adem
Cinta,gue rindu candaan dia
Cinta,anjir gue suka banget cara dia jalan
Cinta,gue nyaman tiap dia diem tapi hadir
Cinta,gue suka tiap dia nanya hal random
Cinta,anjir hatiku lembek tiap dia muncul
Cinta,rasa cinta ini tumbuh pelan pelan
Cinta,gue rindu tiap detik tanpa dia
Cinta,anjir dia bikin gue percaya diri
Cinta,gue sayang banget tiap dia care kecil
Cinta,rasa sayang ini legit
Cinta,anjir gue jatuh hati makin dalem
Cinta,gue nyaman karena dia ga ribut
Cinta,gue suka tiap dia tatap gue lama
Cinta,anjir gue melt pas dia bilang makasih
Cinta,gue rindu suasana yang dia bawa
Cinta,rasa cintanya bikin gue hidup
Cinta,gue suka banget cara dia nyapa
Cinta,rasanya hangat tiap dia ngomong pelan
Cinta,gue seneng liat dia senyum barusan
Cinta,gue suka vibe tenang dari dia
Cinta,rasanya nyaman banget deket dia
Cinta,gue sayang banget sama perhatian kecilnya
Cinta,gue suka tiap dia dengerin gue
Cinta,rasanya manis tiap dia manggil nama gue
Cinta,gue suka tatapan lembutnya
Cinta,gue sayang pas dia ngertiin gue
Cinta,rasanya kaya dapet pelukan halus
Cinta,gue suka cara dia support gue
Cinta,gue rindu suara dia banget
Cinta,rasanya adem tiap dia muncul
Cinta,gue sayang banget sama senyum tipisnya
Cinta,gue suka tiap dia bilang gapapa
Cinta,rasanya halus tapi ngena
Cinta,gue suka duduk deket dia
Cinta,gue sayang tiap dia perhatian kecil
Cinta,rasanya nyenengin tiap dia cerita
Cinta,gue suka cara dia ngomong santai
Cinta,gue rindu hal sederhana dari dia
Cinta,rasanya lembut tiap liat dia
Cinta,gue suka banget ketawanya
Cinta,gue sayang pas dia nungguin gue
Cinta,rasanya kaya hati dilembutkan
Cinta,gue suka tiap dia manggil pelan
Cinta,gue rindu kehangatan dia
Cinta,rasanya enak banget kalo dia ada
Cinta,gue sayang tatapan hangatnya
Cinta,gue suka waktu dia dengerin serius
Cinta,rasanya halus banget tiap dia dateng
Cinta,gue suka kata kata kecilnya
Cinta,gue rindu momen simpel bareng dia
Cinta,rasanya kaya dunia melunak
Cinta,gue sayang tiap dia ngejaga mood gue
Cinta,gue suka dia apa adanya
Cinta,rasanya nyaman liat dia tenang
Cinta,gue suka tiap dia ngerti tanpa dijelasin
Cinta,gue rindu ketenangan yang dia bawa
Cinta,rasanya hangat di dalam
Cinta,gue sayang senyum lembut dia
Cinta,gue suka tiap dia ngerespon hal kecil
Cinta,rasanya kaya dapet energi manis
Cinta,gue suka kedatangannya meski sebentar
Cinta,gue rindu cerita random dari dia
Cinta,rasanya adem tiap dia denger
Cinta,gue sayang tiap perhatian kecil
Cinta,gue suka waktu dia manggil santai
Cinta,rasanya enak banget pas ngobrol
Cinta,gue suka gaya dia mikir pelan
Cinta,gue rindu suara lembutnya
Cinta,rasanya kaya hati dipegang halus
Cinta,gue sayang cara dia ngertiin gue
Cinta,gue suka tiap dia nunjukin care
Cinta,rasanya nyaman walau cuma sebentar
Cinta,gue suka tatapan manisnya
Cinta,gue rindu candaan ringan dari dia
Cinta,rasanya halus tiap dia bicara
Cinta,gue sayang banget tiap dia hadir
Cinta,gue suka tiap dia pelan banget ngomong
Cinta,rasanya adem kayak pagi cerah
Cinta,gue rindu tiap senyum kecilnya
Cinta,gue suka cara dia bilang hati hati
Cinta,rasanya hangat ngeliat dia jalan
Cinta,gue sayang waktu dia dengerin tanpa ganggu
Cinta,gue suka tiap dia berhenti buat denger gue
Cinta,rasanya kaya ditenangin
Cinta,gue rindu momen duduk bareng dia
Cinta,gue suka tiap dia ga ribet
