Label,Tweet
Marah,kesel banget sumpah ga paham kenapa
Marah,aku naik darah banget
Marah,tadi emosi tingkat tinggi
Marah,aku jengkel karena semuanya salah
Marah,bikin pengen pergi aja dari situ
Marah,aku marah karena dibohongin terus
Marah,kesel sampe ga bisa tidur
Marah,aku beneran panas hati
Marah,tadi bikin emosi tanpa henti
Marah,jengkel sumpah beneran ga bohong
Marah,aku ga suka nada bicaranya tadi
Marah,hari ini penuh kemarahan doang
Marah,aku cape marah tapi tetep kejadian
Marah,ga tau lagi harus reaksi apa
Marah,bikin bete banget sumpah
Marah,aku kesel karena semua disalahin ke aku
Marah,marah banget karena diperlakukan seenaknya
Marah,keselnya masih kebawa sampai sekarang
Marah,ga sopan banget sumpah
Marah,aku jengkel karena ribet sendiri
Marah,tadi beneran pengen banting hp
Marah,bikin panas suasana aja terus
Marah,aku kesal ditinggal tanpa penjelasan
Marah,ga ngerti kenapa harus begini
Marah,aku naik emosi gara gara hal sepele
Marah,kesel banget ga dikasih kesempatan ngomong
Marah,tadi aku marah sampe suara berubah
Marah,bikin bete satu hari penuh
Marah,aku kesel karena dibiarin gitu aja
Marah,geram banget liat sikapnya
Marah,aku muak sama situasi barusan
Marah,sumpah kesel banget dibohongin
Marah,aku jengkel karena diremehkan
Marah,marahnya ga kelar kelar
Marah,aku emosi tapi ga mau meledak
Marah,kesel karena apa apa salah
Marah,tadi pengen ngomel tapi nahan
Marah,aku kesel banget sampe pegang kepala
Marah,tadi beneran panas suasananya
Marah,aku marah karena semuanya kacau
Marah,sumpah bikin capek batin
Marah,aku jengkel parah tadi
Marah,keselnya udah numpuk banget
Marah,aku muak sama tingkah itu
Marah,ga suka liat perlakuan tadi
Marah,beneran keras kepala orangnya bikin emosi
Marah,aku ga tahan denger omongan tadi
Marah,kesel banget liat caranya ngomong
Marah,aku hampir teriak tadi
Marah,pusing campur marah jadinya
Marah,tadi beneran bikin greget
Marah,aku kesel karena ditinggal gitu aja
Marah,jengkel liat cara dia jalanin semuanya
Marah,bikin panas hati abis
Marah,aku marah karena ga dianggap
Marah,kesel banget sumpah ga nyangka
Marah,aku emosi karena dipersulit
Marah,ga suka banget digituin
Marah,aku naik darah gara gara hal bodoh
Marah,sumpah tadi bikin aku hampir ngamuk
Marah,aku kesel karena semuanya telat
Marah,tadi suasananya kacau banget
Marah,beneran bikin darah mendidih
Marah,aku jengkel sama cara dia jawab
Marah,kesel karena hal sepenting itu diabaikan
Marah,aku marah tapi ga bisa cerita
Marah,tadi bikin panas suasana rumah
Marah,aku jengkel karena dinginin suasana sendiri
Marah,capek banget marah marah terus
Marah,bikin kesal sampe sesak
Marah,aku ga tahan sama sifat itu
Marah,kesel banget ga bohong rasanya pedes
Marah,aku beneran marah karena dipotong ngomong
Marah,bikin kesel pas udah capek
Marah,aku emosi yang ditahan dari tadi
Marah,kesel banget rasa rasanya pengen pergi aja
Marah,aku jengkel karena ga direspons
Marah,tadi beneran ga enak suasananya
Marah,aku marah ngeliat semuanya berantakan
Marah,hal kecil tapi ganggu banget
Marah,aku kesal banget sumpah tadi kacau
Marah,bikin frustasi parah
Marah,aku jengkel karena gagal mulu
Marah,capek emosian terus
Marah,tadi panas banget kepala
Marah,aku kesal karena ga didengarkan
Marah,beneran bikin kesal banget sumpah
Marah,aku hampir ngamuk barusan
Marah,situasi barusan bikin panas satu badan
Marah,aku kesel tingkat dewa
Marah,ga ngerti kenapa dia ga peka
Marah,aku kesel karena ditolak mentah mentah
Marah,pusing banget tapi malah dibikin emosi
Marah,aku kesel gara gara hal konyol itu
Marah,beneran jengkel liat semuanya berantakan
Marah,aku marah karena terus diganggu
Marah,kesel banget karena lupa janji
Marah,aku jengkel tapi harus tahan muka
Marah,beneran kesel sampe ga mau ngomong
Marah,aku naik darah gara gara orang itu
Marah,kesel karena semua jadi ribet
Marah,tadi bikin emosi memuncak
Marah,aku capek tapi tetep aja marah
Marah,bikin kesel satu badan
Marah,aku ga suka banget dipojokin
Marah,beneran marah liat tingkah polanya
Marah,aku sebel banget pas denger itu
Marah,bikin aku pengen keluar dari situ
Marah,kesel banget rasanya pengen nutup semua notif hari ini
Marah,aku lagi bener bener ga pengen ngomong sama siapa pun
Marah,gerah banget liat sikap orang barusan
Marah,aku muak sama drama kecil tapi ganggu banget
Marah,rasanya kepalaku panas gara gara omongan tadi
Marah,aku marah tapi udah ga ada tenaga buat ribut
Marah,sebelnya nempel dari pagi
Marah,aku ga ngerti kenapa orang bisa setega itu
Marah,udah coba sabar tapi tetep aja dipancing marah
Marah,energi kebuang cuma buat kesel
Marah,aku geram banget tapi harus diam
Marah,tadi bikin aku pengen pergi jauh
Marah,ga enak banget rasanya dihina begitu
Marah,aku capek sama semua kelakuan ga masuk akal itu
Marah,bad mood seketika gara gara satu ucapan
Marah,aku sebel banget diliatin kaya gitu
Marah,ngeselin banget beneran bikin pusing
Marah,aku nahan marah sampe tangan dingin
Marah,kesel banget liat semuanya dibikin ribet
Marah,aku jengkel karena ga dihargain sama sekali
Marah,geram banget liat perlakuan barusan
Marah,aku marah tapi bingung mau marah ke siapa
Marah,rasa sebelnya ga ilang ilangan
Marah,aku ga terima diperlakukan kaya gitu
Marah,ngamuk dalam hati tapi ga keluar
Marah,aku kesel banget pas pintanya ga didengerin
Marah,bikin kesel tiap kali ingat itu
Marah,aku ga habis pikir sama tingkahnya
Marah,tegang banget rasanya tadi gara gara kelakuannya
Marah,aku sebel parah sampe ga bisa fokus
Marah,rasanya pengen matiin semuanya
Marah,aku marah karena dipojokin lagi
Marah,geram karena semua ditumpahin ke aku
Marah,aku jenuh dicuekin begitu
Marah,kesel banget harus ulang dari awal
Marah,aku kesel banget tapi kudu nahan nada
Marah,rasa panasnya langsung naik
Marah,aku ga suka dipandang remeh gitu
Marah,bikin kesal sampe detak naik
Marah,aku marah karena dijadiin salah terus
Marah,gila kesel banget sumpah
Marah,aku ga kuat liat sikap ga nyadar diri
Marah,moment tadi bikin aku marah banget
Marah,aku sebel liat gaya bicaranya
Marah,geram banget pengen cabut aja
Marah,aku marah tapi ga mau ribut panjang
Marah,hari ini bikin emosiku naik turun
Marah,aku kesel banget karena ga digubris
Marah,ngeselin banget pas semuanya dilempar ke aku
Marah,aku marah liat omongannya yang nyakitin
Marah,geram sampe mata panas
Marah,aku muak banget liat kelakuan ga dewasa
Marah,kesel sampe ga mau balas chat
Marah,aku marah karena disindir padahal ga salah
Marah,tegang banget suasananya gara gara dia
Marah,aku sebel banget dijemput pake nada tinggi
Marah,bikin ku pengen tutup telinga
Marah,aku kesel gara gara hal kecil terus menumpuk
Marah,hari ini bikin aku panas luar dalam
Marah,aku marah karena cuma dianggap beban
Marah,geram ga ketolong sumpah
Marah,aku kesel karena diganggu saat fokus
Marah,kesalnya nancep banget
Marah,aku marah sampe ga mau buka pesan
Marah,bikin bete ga karuan tadi
Marah,aku ga pengen ngomong kalimat manis sekarang
Marah,greget banget liat semua berantakan
Marah,aku marah tapi ga mau bikin gaduh
Marah,rasa kesel mulai numpuk banget
Marah,aku capek tapi masih dipaksa sabar
Marah,ga mood banget gara gara kelakuannya
Marah,aku jengkel karena selalu salah di mata mereka
Marah,geram sampe harus tarik napas panjang
Marah,aku marah karena ga dianggap serius
Marah,kesel kalau niat baik dibalas seenaknya
Marah,aku muak dengan perlakuan semacam itu
Marah,sebel banget sumpah
Marah,aku marah karena dibanding bandingin mulu
Marah,ga tahan liat kehancuran yang dibuat
Marah,aku bete berat liat tingkah tadi
Marah,pusing tapi marah jadi satu
Marah,aku kesel parah sampe mata berkaca
Marah,bikin nambah beban doang
Marah,aku marah tapi disuruh tenang
Marah,rasa panasnya langsung naik ke kepala
Marah,aku kesel banget sama sikap ga jelas
Marah,geram karena ga dikasih ruang
Marah,aku jengkel karena semuanya dibalik ke aku
Marah,rasa marahnya dalem banget
Marah,aku kesel sampe ga mau denger suara siapa pun
Marah,bikin ribut kecil terus jadi besar
Marah,aku marah gara gara salah paham ga penting
Marah,geram karena disalahin tanpa pikir panjang
Marah,aku kesal lihat cara dia menyindir
Marah,ngeselin banget hal itu ngulang lagi
Marah,aku jengkel cara mereka ngomong kaya bos
Marah,bener bener ga enak sikapnya
Marah,aku ga tahan denger itu diulang ulang
Marah,rasa marah ini ga reda
Marah,aku capek marah tapi situasi maksa
Marah,sebel liat semua diabaikan
Marah,aku marah liat cara dia pura pura baik
Marah,nada bicaranya bener bener bikin kesel
Marah,aku greget banget sama kelakuannya
Marah,geram liat banyak hal ketumpuk
Marah,aku kesel karena niatku ga dianggap
Marah,panas banget rasanya waktu itu
Marah,aku marah tapi ga mau bikin ribut panjang
Marah,sakit hati bercampur emosi
Marah,aku sebel banget sama ekspresi yang meremehkan
Marah,bikin aku mau hilang dari percakapan
Marah,aku marah karena hal kecil digede gedein
Marah,rasa kesalnya ga kelar kelar
Marah,aku jengkel karena cuma dijadikan pilihan terakhir
Marah,bikin aku pengen walk out
Marah,aku kesel karena dicegah padahal udah siap
Marah,ngeselin banget dimana mana salah
Marah,aku marah karena suara dinaikin duluan
Marah,greget karena ga ada yang mau denger
Marah,aku muak sama ego tinggi itu
Marah,panas banget hariku gara gara satu orang
Marah,aku jenuh tapi masih kena tekanan
Marah,geram banget liat ketidakpedulian itu
Marah,aku kesel karena harus ngebersihin masalah orang
Marah,bete banget liat tingkah norak
Marah,aku marah tapi nyobain buat ga meledak
Marah,capek banget disalahin tanpa alasan
Marah,aku kesel karena perasaanku dianggap lebay
Marah,malas banget hadapin energi negatif gitu
Marah,aku marah banget liat cara dia jalanin semuanya asal
Marah,geram karena ga ada keadilan
Marah,aku kesel liat muka sinis itu
Marah,rasa marahnya udah lama numpuk
Marah,aku ga sanggup pura pura sabar
Marah,ngerasa dicekik situasi barusan
Marah,aku marah karena disuruh berubah sepihak
Marah,bikin aku jengkel gara gara hal bodoh
Marah,aku geram karena masalah sepele terus jadi panjang
Marah,kesel banget liat semuanya kacau tanpa tanggung jawab
Marah,aku muak karena ga dikasih ruang bersuara
Marah,bikin panas suasana padahal bisa damai
Marah,aku kesal karena udah bantu malah diputarbalikkan
Marah,tadi aku marah sampe tangan getar
Marah,ga enak banget didiemin gitu
Marah,aku kesel liat tingkah sok penting
Marah,rasa marahnya bikin leher kaku
Marah,aku jengkel karena diabaikan terang terangan
Marah,bikin aku ngamuk dalam hati
Marah,aku marah karena diatur seenaknya
Marah,sebel banget denger omongannya yang tinggi nada
Marah,aku panas liat perlakuan ga adil
Marah,tadi aku nahan emosi keras banget
Marah,aku kesal karena diminta ngerti mulu
Marah,ga habis pikir kok gitu amat
Marah,aku jengkel lihat semua orang nyalahin
Marah,bete gila sumpah
Marah,aku marah karena terlalu banyak omong kosong
Marah,rasa panasnya bikin aku diam mendadak
Marah,aku kesel karena dianggap ga penting
Marah,bikin aku ga nyaman samasekali
Marah,aku geram gara gara ditekan terus
Marah,rasa marahnya menusuk banget
Marah,aku sebel karena diacuhkan
Marah,bikin aku pengen berhenti dari semuanya
Marah,aku marah karena ga ada kejelasan
Marah,geram ga tau harus ngomong apa
Marah,aku kesel gara gara semua berubah tiba tiba
Marah,keras banget pengen ngomel tapi nahan
Marah,aku marah karena dibilang lebay tanpa denger cerita
Marah,rasa jengkelnya ngumpul semua
Marah,aku kesel karena cuma dianggap numpang
Marah,ngeselin banget energi mereka busuk
Marah,aku marah lihat segala cara manipulatif itu
Marah,rasa panasnya ga turun turun
Marah,aku geram karena dipaksa ikut masalah orang
Marah,bikin aku mual liat kelakuan begitu
Marah,aku marah banget ga mau ketemu siapa pun
Marah,ngerasa ditekan tanpa alasan
Marah,aku sebel liat gaya sok sibuk itu
Marah,bikin aku panas gara gara jawaban dingin
Marah,aku marah karena semua terasa berat
Marah,rasa jengkelnya muncul lagi
Marah,aku kesel karena dianggap ga mampu
Marah,bikin aku ngehindar biar ga ribut
Marah,aku marah melihat ketidakjujuran barusan
Marah,rasa panasnya bikin aku ga stabil
Marah,aku geram karena disuruh ngalah terus
Marah,ga enak banget dihina halus gitu
Marah,aku kesel karena janji diingkari
Marah,bikin aku males denger suara itu lagi
Marah,aku jengkel karena ditahan tahan
Marah,rasa marah ini terus naik
Marah,aku marah karena dianggap ga usaha
Marah,bikin aku muak menghadapi mereka
Marah,aku kesel liat kasihannya pura pura
Marah,rasa jengkelnya kuat banget
Marah,aku marah tapi cuma diem
Marah,bikin aku pengen keluar dari tempat itu
Marah,aku geram karena semua salah sasaran
Marah,kesel banget liat sikap ga bertanggung jawab
Marah,aku marah liat cara dia pergi gitu aja
Marah,rasa panasnya langsung nyamber
Marah,aku jengkel gara gara dipaksa senyum
Marah,bikin mati gaya gara gara emosi
Marah,aku kesel karena dianggap ga penting lagi
Marah,rasa jengkelnya merayap pelan tapi pasti
Marah,aku marah banget ngeliat sikap dingin itu
Marah,ga kuat liat kelakuan ga ngotak
Marah,aku kesel karena ditinggal tanpa penjelasan
Marah,anjir kesel banget gue barusan
Marah,gue bete parah sumpah
Marah,ngeselin banget sikapnya asli
Marah,gue emosi tapi nahan biar ga ribut
Marah,sebel banget digituin gitu aja
Marah,gue kesel sampe pengen cabut
Marah,anjir ini orang bikin kepala panas
Marah,gue jengkel banget denger nada bicara itu
Marah,kesel banget sumpah bikin pusing
Marah,gue marah tapi capek ngomong
Marah,parah banget kelakuannya kebangetan
Marah,gue sebel gara gara diremehin
Marah,anjir bikin mood ancur
Marah,gue bete liat gaya sok pentingnya
Marah,kesel banget tiap inget kejadian tadi
Marah,gue panas banget langsung
Marah,anjir itu omongan ga enak banget
Marah,gue kesel banget padahal gue lagi baik baik
Marah,ngeselin sumpah gue sampe tarik napas panjang
Marah,sebel liat tingkah ga masuk akal
Marah,gue marah tipis tipis tapi dalem
Marah,anjir bener bener bikin emosi
Marah,gue kesel dituduh hal yang ga gue lakuin
Marah,rasa jengkelnya nempel banget
Marah,gue bete banget gara gara hal kecil
Marah,anhjir sumpah gue udah ga kuat sabar
Marah,gue marah karena semuanya ditumpahin ke gue
Marah,sebel banget denger kalimat itu
Marah,gue panas gara gara cara ngomongnya
Marah,ngeselin banget beneran
Marah,gue marah tapi disuruh diem
Marah,sumpah itu perilaku kebangetan
Marah,gue kesel parah tapi ga mau ribut
Marah,anjir gue ditekan mulu
Marah,gue jengkel liat gaya sok benar
Marah,sebel liat cara dia ngatur ngatur
Marah,gue marah gara gara diremehkan terang terangan
Marah,sakit banget disindir kaya gitu
Marah,gue bete karena ga dianggap
Marah,anjir itu nothing but ngeselin
Marah,gue kesel banget langsung hilang mood
Marah,sebel gara gara ga didengerin
Marah,gue marah tapi harus tahan image
Marah,anjir gue muak banget sumpah
Marah,gue panas gara gara nada tinggi itu
Marah,kesel banget diliatin kaya salah
Marah,gue jengkel karena jawaban ketusnya
Marah,anjir bikin naik darah banget
Marah,gue marah tapi ga bisa ngapa ngapain
Marah,ngeselin banget pas dia lempar masalah ke gue
Marah,gue bete karena diabaikan
Marah,anjir gue kesel tapi cuma bisa ketawa pahit
Marah,sebel banget digituin terang terangan
Marah,gue marah karena usaha gue ga dihargai
Marah,anjir makin mikir makin kesel
Marah,gue jengkel banget liat sikap sok bersih
Marah,sebel gara gara dibilang lebay
Marah,gue kesel liat gaya sok sibuknya
Marah,anjir itu bener bener nyebelin
Marah,gue emosi tapi ga ada tempat ngomel
Marah,bete banget gara gara dipojokin
Marah,gue sebel banget disindir halus gitu
Marah,anjir gue jadi kesel seharian
Marah,gue kesel banget diperlakukan kaya sampah
Marah,sumpah itu tindakan ga enak banget
Marah,gue marah karena dia ngegas duluan
Marah,anjir makin diingat makin panas
Marah,gue bete gara gara harus nurut terus
Marah,sebel banget ga dikasih kesempatan ngomong
Marah,gue marah tapi cuma diem
Marah,anjir itu sikap bener bener ga sopan
Marah,gue kesel liat cara dia nuduh
Marah,bete banget gara gara omongan nyakitin
Marah,gue marah karena disalahin sepihak
Marah,anjir gue jengkel sampe ga bisa tidur
Marah,sebel banget digas tanpa alasan
Marah,gue kesel banget rasa rasanya pengen hilang
Marah,anjir tadi tone nya ga nyaman banget
Marah,gue bete karena semua disalahin ke gue
Marah,ngeselin sumpah males banget
Marah,gue marah karena ga dipeduliin
Marah,anjir gue ilfeel sama sikapnya barusan
Marah,sebel banget kaya dipermainkan
Marah,gue kesel hati gue panas
Marah,anjir itu perlakuan ga bisa diterima
Marah,gue jengkel gara gara dibilang sok sibuk
Marah,bete banget denger jawabannya
Marah,gue marah karena ga dianggap serius
Marah,anjir itu hal bodoh tapi bikin emosi
Marah,gue kesel sampe pundak tegang
Marah,sumpah gue capek marah
Marah,gue bete barusan kena omongan nyelekit
Marah,anjir gue ga terima dibilang begitu
Marah,sebel banget denger nada tinggi
Marah,gue kesel sumpah kaya kena mental
Marah,anjir itu orang ga bisa mikir apa gimana
Marah,gue jengkel liat muka sok polosnya
Marah,sebel karena harus ulang dari awal
Marah,gue marah tapi ga bisa marah balik
Marah,anjir bikin darah naik
Marah,gue kesel ditinggal gitu aja
Marah,bete banget liat kelakuannya tadi
Marah,gue marah sampe tangan dingin
Marah,anjir kesel banget kena tuduhan absurd
Marah,sebel pas gue berusaha tapi dibilang kurang
Marah,gue kesel banget sama gaya meremehkan
Marah,anjir gue muak sama drama ga penting
Marah,gue jengkel kaya dicekik situasi
Marah,sebel banget pas bantu malah disalahin
Marah,gue kesel karena semua berubah tiba tiba
Marah,anjir itu jawaban nyelekit parah
Marah,gue bete karena ga dikasih waktu mikir
Marah,ngeselin banget sumpah
Marah,gue marah tapi cuma bisa tarik napas
Marah,anjir kesel banget sampe bingung sendiri
Marah,sebel liat orang sok benar terus
Marah,gue kesel gara gara dipaksa ngalah
Marah,anjir gue marah tapi ga mau meledak
Marah,gue bete karena dilarang tapi ga jelas alasannya
Marah,sebel banget denger cara dia ngomong
Marah,gue panas karena semuanya disalahkan ke gue
Marah,anjir itu sikap bikin jengkel berat
Marah,gue kesel liat kelakuan anak kecil padahal dewasa
Marah,sebel liat hal sepenting itu disepelekan
Marah,gue marah karena obrolan ga dihargai
Marah,anjir gue ga kuat sama tingkahnya
Marah,kesel banget sampe ga mood makan
Marah,gue bete karena dia ga mau dengerin
Marah,anjir makin mikir makin naik emosi
Marah,gue marah karena diputusin obrolannya begitu aja
Marah,ngeselin banget sumpah sakit hati
Marah,gue kesel sama cara dia nyeletuk
Marah,anjir itu respons ga pantes banget
Marah,gue sebel banget dari tadi
Marah,gue jengkel karena ga dianggap penting
Marah,bete banget sumpah hari ini kacau
Marah,gue kesel gara gara dibiarkan gantung
Marah,anjir itu perlakuan ga ngotak
Marah,sebel banget kena sikap dingin
Marah,gue marah dalem tapi ga keluar
Marah,anjir gue ga ngerti lagi
Marah,gue bete karena selalu disalahkan
Marah,sebel banget liat gaya sok dewasa padahal enggak
Marah,gue kesel sampe mau pergi aja
Marah,anjir itu orang bikin tensi naik
Marah,gue marah karena dibuat ga nyaman
Marah,sebel liat cara dia nyinggung hal sensitif
Marah,gue kesel karena dibilang lebay
Marah,anjir itu hal kecil tapi bikin panas
Marah,gue jengkel banget tapi tetap harus sopan
Marah,sebel gara gara dia lupa janji
Marah,gue kesel banget karena dibohongin
Marah,anjir gue capek ngadepin tingkahnya
Marah,sumpah itu ga masuk akal
Marah,gue bete karena ga ada kejelasan
Marah,ngeselin sumpah asli
Marah,gue kesel gara gara dipermainkan
Marah,anjir gue mulai panas nih
Marah,gue jengkel hari ini ga sesuai rencana
Marah,sebel banget liat semuanya berantakan
Marah,gue marah karena disindir terang terangan
Marah,anjir itu nada bicara bikin kuping panas
Marah,gue kesel karena dibilang ga usaha
Marah,sebel banget disuruh sabar terus
Marah,gue marah capek banget sumpah
Marah,anjir gue ga bisa pura pura baik
Marah,gue bete liat chat panjang tapi isinya nyakitin
Marah,sebel ketemu orang kaya gitu
Marah,gue kesel gara gara ga dikasih kesempatan
Marah,anjir gue udah tahan tapi tetep kepancing
Marah,gue jengkel parah hari ini
Marah,sebel gara gara sikap sok menang sendiri
Marah,gue marah karena merasa ga dihargai
Marah,anjir ini semua bikin panas kepala
Marah,bete banget sumpah gue ga kuat
Marah,gue kesel sampe ga mau ngomong
Marah,sebel liat muka sok ga salah
Marah,gue jenuh sama drama ga penting ini
Marah,anjir gue udah males banget
Marah,gue marah pas denger kata katanya
Marah,sebel karena semua dilempar ke gue
Marah,gue kesel banget nih fix
Marah,anjir gue ga terima diperlakukan begitu
Marah,gue jengkel karena dia ga mau mengaku salah
Marah,sebel banget liat tingkah isengnya
Marah,gue kesel karena dibikin nunggu lama
Marah,anjir itu bener bener bikin naik emosi
Marah,gue bete barusan kejadian tolol banget
Marah,sebel sumpah kesel banget
Marah,gue marah sampe ga mau balas chat
Marah,anjir gue capek kesel terus
Marah,gue kesel liat cara dia ngegas
Marah,sebel banget kaya ditusuk kata kata
Marah,gue jengkel karena semua ga jelas
Marah,anjir gue pengen marah tapi takut makin ribut
Marah,gue kesel banget gara gara dia telat ngabarin
Marah,sumpah ini bikin darah mendidih
Marah,gue bete karena tiap ngomong dipotong
Marah,anjir gue mulai emosi berat
Marah,gue kesel liat sikap ngatur ngatur padahal salah
Marah,sebel banget udah
Marah,gue marah karena hal sepenting itu diremehin
Marah,anjir itu ga masuk akal
Marah,gue kesel karena diremehin mentah mentah
Marah,sebel gara gara ga dianggap penting
Marah,gue jengkel banget sumpah
Marah,anjir gue kesel tapi males ngomong
Marah,gue bete gara gara hal sepele tapi nusuk
Marah,sebel banget sama gaya cuek gitu
Marah,gue kesel sampe ga bisa tidur nyenyak
Marah,gue kesel banget barusan sumpah
Marah,capek banget rasanya digituin terus
Marah,gue bete parah tapi mau ngomong juga malas
Marah,kesel banget hal kecil bisa bikin kacau
Marah,gue jengkel liat sikapnya tadi
Marah,rasanya nyebelin banget sumpah
Marah,gue marah tapi cuma diem
Marah,kesel banget disuruh ulang terus
Marah,gue bete denger nada bicaranya
Marah,ngeselin banget sumpah
Marah,gue kesel karena ga dihargai
Marah,capek banget harus ngalah terus
Marah,gue bete karena ga dikasih kesempatan
Marah,kesel banget liat dia sok benar
Marah,gue jengkel banget sama omongan itu
Marah,rasanya panas banget tadi
Marah,gue marah tapi disuruh sabar
Marah,kesel banget pas semuanya dibalikin ke gue
Marah,gue bete gara gara sikap cueknya
Marah,rasanya ga adil banget sumpah
Marah,gue kesel karena ga didengerin
Marah,kesel banget tiap inget kejadian itu
Marah,gue marah tapi ga enak ngomong
Marah,rasanya nyesek campur kesel
Marah,gue bete dari tadi
Marah,kesel banget harus beresin salah orang lain
Marah,gue jengkel tapi ga mau ribut
Marah,rasanya males banget liat tingkahnya
Marah,gue kesel karena dianggap salah terus
Marah,capek banget harus jelasin ulang
Marah,gue bete gara gara jawaban nyakitin
Marah,kesel banget liat cara dia ngegas
Marah,gue marah tapi ditahan aja
Marah,rasanya kaya dibiarin sendirian
Marah,gue kesel liat ekspresinya barusan
Marah,kesel banget pas disebut lebay
Marah,gue jengkel gara gara dipotong ngomong
Marah,rasanya jadi serba salah
Marah,gue bete tapi pura pura biasa
Marah,kesel banget pas ditinggal gitu aja
Marah,gue marah tapi ga mau ribut panjang
Marah,rasanya panas kepala dibuatnya
Marah,gue kesel gara gara dicuekin
Marah,kesel banget pas bantu malah disalahin
Marah,gue bete liat sikap dia yang nyolot halus
Marah,rasanya ga nyaman banget tadi
Marah,gue kesel karena harus nerima semua
Marah,capek banget mikirin hal sepele jadi ribut
Marah,gue jengkel setiap liat chatnya
Marah,rasanya kaya dipaksa ngalah
Marah,gue kesel tapi cuma bisa diem
Marah,kesel banget pas dipojokin
Marah,gue bete liat tingkah sok sibuk
Marah,rasanya kaya ga dihargai sama sekali
Marah,gue marah karena disindir terus
Marah,kesel banget pas ga dikasih ruang
Marah,gue jengkel sama cara dia ngomong
Marah,rasanya pengen pergi jauh
Marah,gue kesel gara gara dibikin ribet
Marah,kesel banget tiap dia buka mulut
Marah,gue bete pas semuanya jadi salah gue
Marah,rasanya ga adil banget
Marah,gue marah karena dituduh sembarangan
